Order_Id,Quantity,Item_Name,Item_Price,Choice_Description_1,Choice_Description_2,Choice_Description_3,Choice_Description_4,Choice_Description_5,Choice_Description_6,Choice_Description_7,Choice_Description_8,Choice_Description_9,Choice_Description_10,Item_price,Encoded_Item
102,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
103,2,Chips and Tomatillo Green Chili Salsa,6.17,None,,,,,,,,,,6.17,29
103,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.46,39
103,1,Carnitas Soft Tacos,9.4,Tomatillo Green Chili Salsa, Fajita Vegetables, Pinto Beans, Cheese,,,,,,,9.4,16
104,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese,,,,,,10.13,12
104,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
105,2,Chicken Burrito,20.2,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,20.2,18
106,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.1,18
106,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream,,,,,10.73,38
107,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
108,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Lettuce,,,,,,10.46,39
108,1,Canned Soda,1.33,Dr Pepper,,,,,,,,,,1.33,9
108,1,Barbacoa Burrito,9.85,TomatilloRed Chili Salsa Hot, Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Rice, Pinto Beans, Cheese,,,,,9.85,2
109,1,Chicken Salad,9.01,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,9.01,20
109,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
110,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
110,1,Veggie Bowl,10.21,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.21,44
110,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,10.22,1
110,1,Barbacoa Crispy Tacos,10.93,Roasted Chili Corn Salsa, Rice, Cheese, Lettuce,,,,,,,10.93,3
111,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,11.17,21
111,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
112,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,10.46,39
112,1,Steak Bowl,10.73,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,10.73,38
113,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, Rice, Black Beans, Sour Cream,,,,,,,10.73,38
113,1,Canned Soda,1.33,Mountain Dew,,,,,,,,,,1.33,9
114,1,Steak Bowl,10.73,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.73,38
114,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
115,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Black Beans, Rice,,,,,,,,10.46,39
115,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
116,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Rice, Cheese, Lettuce,,,,,,,9.75,43
116,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
117,1,Barbacoa Soft Tacos,10.02,TomatilloRed Chili Salsa Hot, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,,10.02,5
117,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
118,1,Chicken Burrito,10.1,TomatilloGreen Chili Salsa Medium, Pinto Beans, Rice, Cheese, Sour Cream,,,,,,10.1,18
118,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
119,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,10.1,18
119,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
120,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese,,,,,,,10.1,18
120,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
121,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream,,,,,,10.1,18
121,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
122,1,Steak Soft Tacos,9.75,TomatilloRed Chili Salsa Hot, Rice, Cheese, Lettuce,,,,,,,9.75,43
122,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
122,1,Canned Soda,1.33,Coca Cola,,,,,,,,,,1.33,9
123,2,Steak Salad Bowl,23.7,Tomatillo Red Chili Salsa, Black Beans, Cheese, Guacamole,,,,,,,23.7,42
124,2,Chicken Bowl,20.27,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,20.27,17
124,1,Chips,2.35,None,,,,,,,,,,2.35,23
124,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
125,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Lettuce,,,,,,,10.73,38
125,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.73,38
125,1,Veggie Bowl,10.21,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.21,44
125,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
126,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.1,18
126,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce,,,,,10.13,17
127,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce,,,,,,10.13,17
127,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
128,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Cheese, Sour Cream,,,,,,,,9.75,43
128,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
128,1,Veggie Salad Bowl,10.14,Fresh Tomato Salsa, Fajita Vegetables, Lettuce, Guacamole, Sour Cream, Cheese, Black Beans, Rice,,,10.14,48
129,1,6 Pack Soft Drink,6.61,Sprite,,,,,,,,,,6.61,0
130,1,Steak Soft Tacos,9.75,TomatilloRed Chili Salsa Hot, Lettuce,,,,,,,,,9.75,43
130,1,Chips and TomatilloRed Chili Salsa,3.05,None,,,,,,,,,,3.05,32
131,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.13,17
131,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
132,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
132,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
132,1,Chips,2.35,None,,,,,,,,,,2.35,23
133,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, Rice, Black Beans, Sour Cream,,,,,,,10.73,38
133,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
134,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.1,18
134,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
134,1,Chips,2.35,None,,,,,,,,,,2.35,23
135,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
135,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.13,17
136,1,Chicken Soft Tacos,9.66,TomatilloRed Chili Salsa Hot, Fajita Veggies,,,,,,,,,9.66,22
136,1,Steak Burrito,10.46,TomatilloGreen Chili Salsa Medium, Cheese, Lettuce,,,,,,,,10.46,39
137,2,Chicken Salad Bowl,22.34,Fresh Tomato Salsa, Fajita Vegetables,,,,,,,,,22.34,21
138,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese,,,,,,,10.1,18
138,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
138,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
139,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream,,,,,,10.13,17
139,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
139,1,Chips,2.35,None,,,,,,,,,,2.35,23
140,1,Steak Burrito,10.46,Fresh Tomato Mild, Lettuce, Guacamole, Rice, Cheese,,,,,,10.46,39
141,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,10.1,18
141,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Rice, Fajita Veggies, Cheese, Lettuce,,,,,9.66,22
142,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Rice,,,,,,,,,10.46,39
142,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
143,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Cheese,,,,,,,,10.13,17
143,1,Chips,2.35,None,,,,,,,,,,2.35,23
143,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
144,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
144,1,Chips,2.35,None,,,,,,,,,,2.35,23
145,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,9.66,22
145,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa Mild, Rice, Cheese, Sour Cream,,,,,,,9.66,22
146,1,Barbacoa Burrito,9.85,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,,9.85,2
146,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce,,,,,,10.46,39
147,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce,,,,,,10.73,38
147,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
148,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,,,10.1,18
148,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,,,,,10.1,18
148,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
148,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
149,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,9.75,43
149,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
149,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce,,,,,,9.66,22
149,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
149,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
149,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
150,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.13,17
150,1,Chips and TomatilloRed Chili Salsa,3.05,None,,,,,,,,,,3.05,32
150,2,Canned Soda,2.66,Diet Coke,,,,,,,,,,2.66,9
151,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese,,,,,,,10.1,18
151,2,Canned Soda,2.66,Coca Cola,,,,,,,,,,2.66,9
152,2,Steak Burrito,20.92,Fresh Tomato Mild, Lettuce, Guacamole, Rice, Cheese,,,,,,20.92,39
153,2,Chicken Soft Tacos,19.32,Fresh Tomato Salsa, Sour Cream,,,,,,,,,19.32,22
154,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
154,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
154,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
155,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Pinto Beans, Cheese, Sour Cream,,,,,,,10.46,39
155,1,Izze,3.39,Blackberry,,,,,,,,,,3.39,34
155,1,Izze,3.39,Grapefruit,,,,,,,,,,3.39,34
156,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Cheese, Sour Cream, Lettuce,,,,,,,10.46,39
156,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,,10.1,18
157,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
157,1,Chips,2.35,None,,,,,,,,,,2.35,23
158,1,Chicken Crispy Tacos,10.05,Tomatillo Green Chili Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.05,19
158,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
159,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole,,,,10.1,18
159,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
160,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Black Beans, Cheese, Sour Cream, Lettuce,,,,,,10.46,39
160,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
161,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
161,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.1,18
162,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese,,,,,,10.13,12
162,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
163,1,Barbacoa Burrito,9.85,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,,,,,9.85,2
163,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
164,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Rice, Black Beans, Sour Cream,,,,,,,10.46,39
164,1,Canned Soda,1.33,Mountain Dew,,,,,,,,,,1.33,9
165,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,,10.13,17
166,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,,,,,10.1,18
166,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,,,,10.46,39
166,1,Chips,2.35,None,,,,,,,,,,2.35,23
167,1,Barbacoa Burrito,9.85,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.85,2
167,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
168,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.73,38
168,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
169,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Cheese, Sour Cream,,,,,,,,10.1,18
169,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Cheese, Sour Cream,,,,,,,,9.75,43
170,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,,,,10.1,18
170,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
170,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
171,1,Veggie Burrito,9.84,Tomatillo Green Chili Salsa, Guacamole,,,,,,,,,9.84,45
171,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
172,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
172,1,Barbacoa Burrito,9.85,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,9.85,2
173,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese,,,,,,,10.1,18
173,1,Carnitas Bowl,10.83,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Rice, Cheese, Lettuce,,,,,,10.83,11
174,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,,,,,10.1,18
174,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
175,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,,10.46,39
175,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
176,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,,,,,10.46,39
176,1,Carnitas Soft Tacos,9.4,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,9.4,16
176,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
177,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
177,1,Chips,2.35,None,,,,,,,,,,2.35,23
178,3,Chicken Bowl,30.4,Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce,,30.4,17
179,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
179,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Sour Cream, Cheese, Guacamole,,,,,,,10.13,17
180,1,Steak Bowl,10.73,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.73,38
180,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
180,1,Canned Soda,1.33,Dr Pepper,,,,,,,,,,1.33,9
181,2,Chicken Bowl,20.27,Tomatillo Red Chili Salsa,,,,,,,,,,20.27,17
182,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
182,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
182,1,Barbacoa Bowl,10.22,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,,,,,,10.22,1
183,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,9.66,22
183,1,Steak Burrito,10.46,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,10.46,39
184,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,12
184,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Lettuce,,,,,,,,10.13,17
184,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.1,18
184,1,Chips,2.35,None,,,,,,,,,,2.35,23
184,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
185,2,Chicken Soft Tacos,19.32,Fresh Tomato Salsa, Sour Cream, Lettuce,,,,,,,,19.32,22
186,1,Chicken Soft Tacos,9.66,TomatilloRed Chili Salsa Hot, Roasted Chili Corn Salsa Medium, Guacamole, Cheese, Sour Cream,,,,,,9.66,22
186,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Guacamole,,,,,10.73,38
186,1,Barbacoa Crispy Tacos,10.93,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Cheese, Sour Cream, Guacamole,,,,,,10.93,3
186,1,Izze,3.39,Grapefruit,,,,,,,,,,3.39,34
187,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.46,39
187,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
188,1,Carnitas Bowl,10.83,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.83,11
188,1,Canned Soda,1.33,Coca Cola,,,,,,,,,,1.33,9
189,1,Veggie Burrito,9.84,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Rice, Black Beans, Pinto Beans, Fajita Veggies, Guacamole, Lettuce,,,9.84,45
189,1,Nantucket Nectar,3.64,Pomegranate Cherry,,,,,,,,,,3.64,35
190,1,Steak Crispy Tacos,10.21,Roasted Chili Corn Salsa Medium, TomatilloGreen Chili Salsa Medium, Rice, Black Beans, Cheese, Sour Cream,,,,,10.21,40
190,1,Canned Soda,1.33,Dr Pepper,,,,,,,,,,1.33,9
191,1,Steak Burrito,10.46,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,10.46,39
191,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,9.66,22
192,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,,10.1,18
192,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
192,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
192,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese,,,,,,,10.73,38
193,3,Bowl,44.4,Braised Carnitas, Pinto Beans, Sour Cream, Cheese, CilantroLime Rice,,,,,,44.4,7
194,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese,,,,,,,10.1,18
194,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.46,39
195,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.1,18
195,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.13,17
195,1,Barbacoa Burrito,9.85,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,9.85,2
195,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream,,,,,,10.1,18
195,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
195,1,Carnitas Soft Tacos,9.4,Fresh Tomato Salsa, Sour Cream, Lettuce,,,,,,,,9.4,16
195,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
195,1,Veggie Salad Bowl,10.14,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.14,48
196,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
196,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Black Beans, Cheese, Guacamole, Lettuce,,,,,,10.1,18
196,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
196,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
197,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.13,17
197,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
198,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,12
198,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
199,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
199,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce,,,,10.13,17
199,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
200,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Sour Cream,,,,,,9.84,45
200,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
201,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Sour Cream, Cheese,,,,,,9.84,45
201,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
202,1,Barbacoa Bowl,10.22,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Guacamole,,,,,10.22,1
202,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
202,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
203,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole,,,,,,9.66,22
203,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
204,1,Chicken Burrito,10.1,Fresh Tomato Mild, Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese,,,,10.1,18
204,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
205,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.13,12
205,1,Veggie Burrito,9.84,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,9.84,45
205,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.46,39
